ym,Q1,Q2,Q3,Q4,Q5
2005-08,0.025439878799320203,0.030649587677519526,0.03052714930767748,0.03847756385893853,0.0046497743804444006
2005-09,-0.05894772126403604,-0.04837243575348443,-0.06181082508275411,-0.06772568421826626,-0.0828107850694742
2005-10,0.01249347742368026,-0.005259951586640555,0.004062350372011562,-0.004695914297029196,-0.017034601258194317
2005-11,0.03185560968967476,0.0193240036073052,0.005147870932979078,0.011685106329462635,-0.0015876991446331333
2005-12,0.09969599596076431,0.08893131614461974,0.07250716939269772,0.06895974041793869,0.0591438157455743
2006-01,0.018868464397703268,0.02091523483486244,0.020133112884970574,0.003537266916661948,-0.0019415627213264749
2006-02,-0.012571035720701472,-0.031726797971916,-0.03261787919693938,-0.02255726691912642,0.007841473167981613
2006-03,0.050110137511675604,0.049760730162828816,0.02693630684619189,0.05554637480239631,0.06875135194366935
2006-04,0.2435606504173326,0.2708415967420372,0.23655375114764152,0.25312226476107014,0.2181887844376347
2006-05,0.03703208998365315,0.07205437722125774,0.07032817003322486,0.011602412965827393,0.00027804872166778134
2006-06,-0.035820492706407955,-0.023293515867132124,-0.05439132493172324,-0.07369247792531146,-0.07799511235473772
2006-07,0.030602002832990496,0.0083017625738216,0.0066277552692725885,-0.009440033044365631,0.011159130538603049
2006-08,0.05450092476517306,0.05137222881261184,0.04488169640702772,0.04769161509138589,0.03550605641593902
2006-09,0.021927922029116573,0.007586253028804686,0.003913372859288632,-0.01900054776789373,-0.03047254385293907
2006-10,0.03572385250637557,0.0399548282898285,0.049948756187797864,0.03900804629866473,0.030899184343357238
2006-11,0.03338828890600919,0.0558924244902466,0.05752813814926463,0.068796742648674,0.0685114537714018
2006-12,0.2344061228889036,0.2500074721446886,0.25884291000370485,0.25175146366415685,0.23305416543691118
2007-01,0.2132792812573546,0.2121894746357869,0.19387016465187393,0.16518303993679437,0.1562753837896043
2007-02,0.1893661648637338,0.16795165739961881,0.18751372360665194,0.14414512244238764,0.1469037090177744
2007-03,0.3605569009267025,0.32071959866105787,0.34147568703137554,0.35844358652951364,0.3106944945191455
2007-04,0.10529632591942562,0.09883432328210455,0.0756193193909294,0.07757634090824858,0.07229089856359854
2007-05,-0.1705759859153144,-0.18912151327905677,-0.16289300093454614,-0.16500167607707603,-0.15578948043379823
2007-06,0.2575367095556465,0.24859492925734286,0.25844409454588424,0.23360224127127793,0.20213696907840825
2007-07,0.14614529165398088,0.12805017853356399,0.11484332521853108,0.13861683750338624,0.10244936479391158
2007-08,0.06253370341125533,0.04072106380941108,0.048153904804706896,0.052912177917101504,0.02431981994411962
2007-09,-0.08607840175466318,-0.1086740254319098,-0.09468669444949762,-0.11908841265554103,-0.08851615896472534
2007-10,-0.03242890325568571,-0.046421403836706523,-0.08791302948928213,-0.07296642393547069,-0.10076192196221591
2007-11,0.18227906485436413,0.1896171718737543,0.20113333457405655,0.20906691863233254,0.20163436344047447
2007-12,-0.04208666212876512,-0.04688821034220972,-0.058685565689430036,-0.087399444975394,-0.07344595395128393
2008-01,0.0884859113691271,0.08342085449184947,0.07843124152964898,0.08707553870950076,0.09881036947011011
2008-02,-0.17050265288988625,-0.1857453034303892,-0.19991152041229784,-0.2113463921174516,-0.19077700956934024
2008-03,-0.039848951406232985,-0.03492018756277389,-0.035669352210564526,-0.04666949755098014,-0.059180720000388834
2008-04,-0.02411933560977195,-0.03475674288104524,-0.029848374865916412,-0.0372946954378202,-0.022566675850361116
2008-05,-0.23126958242598877,-0.23229535729184267,-0.25754154202488483,-0.24363337433443813,-0.26020901470357305
2008-06,0.08913656457942097,0.09298030925747396,0.08953655623230737,0.0793245529728542,0.08820212096115132
2008-07,-0.1859022285865435,-0.2258815442572941,-0.22028925679653472,-0.23070836672385753,-0.2330161950905632
2008-08,-0.0666346222789207,-0.06969719930465423,-0.0703321435776174,-0.07554651493039685,-0.10327830991995925
2008-09,-0.23583849533910364,-0.25534871421337485,-0.2525643902297185,-0.2592610435881761,-0.27051154009612977
2008-10,0.21177008114303306,0.19056871558924188,0.17735300050894381,0.17819259789184655,0.2008312835153845
2008-11,0.07233818049701007,0.08409666484741372,0.07743028619951732,0.07175058017627345,0.05159146575393752
2008-12,0.17259523908056737,0.1625319248595716,0.16899204394944134,0.14900468274036166,0.13972662516867146
2009-01,0.10500580631825752,0.0848067225808767,0.08341285308918238,0.0842174593085477,0.0739917055264885
2009-02,0.22154393141924764,0.22303711328247972,0.23796023924225876,0.22483001565435476,0.20621365780343237
2009-03,0.07671935509783138,0.0726303359119797,0.07474746625493402,0.058050372716101785,0.059263003020335485
2009-04,0.07532451124007498,0.0709016194677901,0.08048294546221514,0.06313716360094399,0.05176797219848692
2009-05,0.07892712287925024,0.07727015774318974,0.05820096623030667,0.07067854948120135,0.05100536199393289
2009-06,0.15809241522448494,0.15665872216457405,0.157493269858376,0.1548020497400089,0.12829725412509804
2009-07,-0.14102511666868195,-0.16721567961469924,-0.16295380448193406,-0.1610887247637454,-0.15866423271900337
2009-08,0.04790685808792443,0.0499838020423592,0.06054037805422689,0.03366847025837004,0.00530643111139006
2009-09,0.11561018044292494,0.12494646096879654,0.1168247133696424,0.12122161281361767,0.11808610002094172
2009-10,0.15646536224657195,0.1580378487248233,0.16484960052390826,0.1412611549530819,0.12352998592971
2009-11,0.03952819560250206,0.033187534047719305,0.03391030470308727,0.03160910261880715,0.010183575414292607
2009-12,-0.03812319750741158,-0.027683748377184462,-0.028148291856041414,-0.021535462757878907,-0.04149624263653368
2010-01,0.05016073033456784,0.05337927251888596,0.06566052360800727,0.0659537458682223,0.07930814354742186
2010-02,0.03833678071754802,0.043600087214788294,0.04316048003494763,0.031905544231827336,0.0247125663434471
2010-03,-0.06471961177613698,-0.04773015842818107,-0.0611593177661844,-0.06813857067463769,-0.08170621471104146
2010-04,-0.10581697628358229,-0.08269656149465969,-0.08471396589576893,-0.0773113022275043,-0.07017817881386235
2010-05,-0.08136246995805144,-0.08090194940545548,-0.09331318118865947,-0.09831442092362931,-0.1119180210755744
2010-06,0.174340566137159,0.15718669868174465,0.14426400233779937,0.13913532469900342,0.16096522571075347
2010-07,0.07268279249669596,0.08454721103765238,0.1001405527832413,0.0922985489324738,0.09080143900631087
2010-08,0.011042173689167298,0.02221955029182703,0.014758531175546446,0.00742803929532156,0.01679285200193281
2010-09,0.11331835077522565,0.08071180364836134,0.08806360756297066,0.08731628286003736,0.10611677158614655
2010-10,0.010029113637304174,0.030387006139493206,0.012692740575279008,0.0025968729039370577,-0.02141351817583748
2010-11,-0.015183186162276274,-0.009754492205297144,-0.022644182235182157,-0.016524144210686285,-0.034657896464425166
2010-12,-0.03276605140350101,-0.05130676853433025,-0.05339390676441649,-0.05901223254135089,-0.061157606332124324
2011-01,0.08408646690410275,0.0965498517733694,0.09547373621096597,0.10161618612590974,0.10358985266999635
2011-02,0.016063629066720857,9.455427695912099e-05,-0.012289741547699603,-0.030018538815604952,-0.029979672238470097
2011-03,-0.015880320426286364,-0.033468981485351074,-0.03435132486947796,-0.04598546438731276,-0.042397717512032466
2011-04,-0.0618989532232029,-0.0719211208982662,-0.07645727777061813,-0.07408386894135184,-0.06568492114622872
2011-05,0.022476726501122604,0.03074531908612986,0.041844281953724465,0.04116934781469842,0.032951576607030256
2011-06,0.00571217006510466,0.02383057485374532,0.02510818224381234,0.018120175978685156,0.0023310029726023454
2011-07,-0.030600621361422848,-0.02244749078986228,-0.024477503107381424,-0.0315090179573328,-0.05150562264321932
2011-08,-0.08626292133534287,-0.10513227163453859,-0.11939809225268774,-0.12467215581211796,-0.13434853542300934
2011-09,0.04520960685583027,0.0414385505427564,0.0372911620565893,0.03958591219914231,0.046413025235531216
2011-10,-0.04151739417449156,-0.03703857548447741,-0.030995696425614668,-0.04183758614236979,-0.05927678306215029
2011-11,-0.12756488742949135,-0.13896292772225513,-0.15262316919967542,-0.1554945072745323,-0.17332932847242297
2011-12,0.019671023244323994,-0.009871962247919934,-0.014095738772834444,-0.00261696183079837,-0.015013509421444901
2012-01,0.11152344540950536,0.12327781784003654,0.12709759835520126,0.12870981407309795,0.14203025721603926
2012-02,-0.06479534902883274,-0.0676366889130378,-0.0708331285898055,-0.06982915172075138,-0.09351838043221644
2012-03,0.08859923578133086,0.07783519955401241,0.0644694821003048,0.055348816695710186,0.05376010188880674
2012-04,0.01590384016910402,0.03015215793756172,0.031171857284248667,0.021574841637236282,0.013278079254329474
2012-05,-0.0492340565975562,-0.05482927333774928,-0.05900349743677413,-0.06327525954654424,-0.07191297048618234
2012-06,-0.08274316241227817,-0.08894020081470141,-0.09845268589608941,-0.09103641134197434,-0.10653624471466702
2012-07,0.0035391983607113973,0.01548983799459518,0.025020116747017002,0.034059929978961886,0.024450800285158232
2012-08,0.015073033418794464,0.01975654206428758,0.014186579948945965,0.01160149051132031,-0.0012533672436904626
2012-09,0.006980863912363634,-0.0007755494990526853,-0.0032123287705106206,-0.010234333366810983,-0.011912646765841618
2012-10,-0.0940135184768333,-0.09989162511288865,-0.10521095249531873,-0.11634625013457553,-0.12686481218508303
2012-11,0.158071770955538,0.1665689975528667,0.17274716631216283,0.17163485143534837,0.1648112807181442
2012-12,0.0696599584327068,0.07009621486658209,0.06617747626050434,0.06557251271852282,0.04473409783581498
2013-01,0.02893186793610612,0.03682521667974302,0.04340749773052983,0.038802180144411086,0.03854809974948965
2013-02,-0.03484169992612228,-0.04050983156800613,-0.03858707848223973,-0.02735529492841619,-0.041232129166584315
2013-03,-0.02980548706506297,-0.02570851837503758,-0.0201544129685714,-0.04134570848671907,-0.030456857235693777
2013-04,0.1163503734559751,0.14557360400308028,0.14219336897553014,0.16140401671311547,0.15200085077436146
2013-05,-0.16243490709328082,-0.16627636622493627,-0.15590312466192033,-0.1443978790254253,-0.1357247189568023
2013-06,0.05518624393041373,0.06944320517971223,0.07407292710661723,0.07117440089683805,0.07593721608424235
2013-07,0.1103132456865774,0.08982515802344761,0.08113194947935684,0.07516297075972135,0.07494586114610784
2013-08,0.043494925796738415,0.061600803732533536,0.06025904765851892,0.05269951749312206,0.06013288176040194
2013-09,-0.00542073110026239,0.004447710309978779,-0.028336026666499068,-0.027672022327576578,-0.04961112916199214
2013-10,0.07839960457245726,0.09138109726370909,0.09015104367879925,0.08721217858217004,0.10471211195920914
2013-11,-0.023958046413402195,-0.02132974311016521,-0.01704098129587342,-0.03147815164342473,-0.05693614754559137
2013-12,-0.029459939497931433,0.01134086344391836,0.00925895640895616,0.03392386579279754,0.049593306599626484
2014-01,0.0278131924618638,0.04223232358857659,0.03716242626666134,0.03624473373079659,0.03416822274081506
2014-02,0.01150697165993944,0.0017325508368791216,-0.02213524132386758,-0.036191847015914394,-0.059097257520825924
2014-03,-0.009837505771880084,-0.010841351240516946,-0.01119114908499554,-0.012848215250171973,-0.022766230950662596
2014-04,0.025025606273245092,0.025573860916816096,0.02831680365732967,0.03793462466591265,0.023921652008480117
2014-05,0.04280541670596165,0.04163050168691133,0.0531626550091395,0.04900010566124689,0.03668506988970872
2014-06,0.11452414424370254,0.09211791856543633,0.08687098134575294,0.05378143636789087,0.058258431399278963
2014-07,0.053068100050494456,0.05880058397371253,0.06429827301704852,0.06338683530353026,0.04143006356002266
2014-08,0.14772365340159854,0.14295470074744537,0.13637084767650143,0.14008118571653114,0.12835953513517204
2014-09,0.028627866842603242,0.026200770767916184,0.030080371087712138,0.01255516665969157,0.01033839162868546
2014-10,0.0804398705150523,0.0679131680191045,0.06972419034395562,0.058946141874206465,0.0646434372064995
2014-11,0.01037712609275986,0.009923616371528181,0.00023296136009439802,0.015409132563733127,-0.007438696279399349
2014-12,0.06297354548981661,0.06159357011075424,0.05081996683066021,0.03717771135636939,0.041027223139656094
2015-01,0.05803278001367786,0.054885598384813834,0.07609986331813476,0.0827758484806819,0.09560932440859436
2015-02,0.21112197058950635,0.20831081372242105,0.2106319399922779,0.2269919510170568,0.22763783943469393
2015-03,0.17057661466772386,0.1739128676863901,0.1790673767212241,0.1598444497167254,0.16336477307084699
2015-04,0.2540327940214083,0.23261140772925396,0.2174906083176966,0.22164178423934625,0.25375537673617904
2015-05,-0.008747410125900117,-0.051325490745114895,-0.0902864263071373,-0.11753717202308442,-0.16208821427658282
2015-06,-0.15346570611393234,-0.1507964965680925,-0.18365030298106888,-0.18654712995049277,-0.19948627887844622
2015-07,-0.10677963245736442,-0.11992115440199343,-0.12296055776900369,-0.14173448862364582,-0.15496860229700637
2015-08,-0.031076917292029233,-0.019902054333801596,-0.022363087410064705,-0.0259054728209895,-0.05862325079345402
2015-09,0.194565076915512,0.21375947085398395,0.21779051931475024,0.20456030024236094,0.2145084452959765
2015-10,0.06930855334886468,0.10876311708858465,0.09533118218429065,0.11584010701165925,0.08004428994378787
2015-11,0.07888691650352253,0.09425556220515009,0.08381540272442632,0.05506069037905552,0.025513069214812445
2015-12,-0.23085121507031361,-0.25926827996872986,-0.29215749521938905,-0.3069056279325028,-0.3126164250443248
2016-01,-0.013322295128702349,-0.006512210488702113,-0.02452434134657281,-0.013429536827850192,-0.02679175623830143
